                                                                                                                                                
================
== TensorFlow ==
================

NVIDIA Release 20.07-tf2 (build 14714731)
TensorFlow Version 2.2.0

Container image Copyright (c) 2020, NVIDIA CORPORATION.  All rights reserved.
File: d8eba8f4d0a7269a26af4d37b9d9aff3.jpg, Guess: Magikarp Correct: Magikarp
File: da9460ffb82eb92d56bd0c5b52862e22.jpg, Guess: Nidoqueen Correct: Magikarp
File: dd8074ae3cc5c8dd6bbd05a9a4406bdf.png, Guess: Zubat Correct: Magikarp
File: ddbebbd7945635049d00ccf3ed074b76.jpg, Guess: Wartortle Correct: Magikarp
File: de0fe8dccef985ab15bb339d4ada42f9.jpg, Guess: Magikarp Correct: Magikarp
File: de4be60da714ccd0817e5d2e9e15977f.jpg, Guess: Poliwrath Correct: Magikarp
File: dea59ef2e520c7ab2dd4ab5da8c89f1d.jpg, Guess: Rattata Correct: Magikarp
File: dfd47c54f35e44adb6fa0291376f8e00.jpg, Guess: Zubat Correct: Magikarp
File: e0c8049d600eb62ca5bb801b9c43b2bb.png, Guess: Tangela Correct: Magikarp
File: e1c2f2ed2f06d54e7c4799c4de4f7eab.jpg, Guess: Magikarp Correct: Magikarp
File: e2b5b0afedeff3bd8bd254f8536bda22.jpg, Guess: Articuno Correct: Magikarp
File: e38638834d052c6880de01b217f92632.jpg, Guess: Zubat Correct: Magikarp
File: e3f123d379fd909d28f7e4f2629cdfcf.jpg, Guess: Vaporeon Correct: Magikarp
File: e62dc7aad2e94e71b37703556199e24d.jpg, Guess: Poliwrath Correct: Magikarp
File: e7ca0ab0afc24c2cb099ea4a8520c708.jpg, Guess: Squirtle Correct: Magikarp
File: e800b9d61b2320edb9d215a80d725627.png, Guess: Shellder Correct: Magikarp
File: e872f6609617745c164f1c6793d4083b.jpg, Guess: Tangela Correct: Magikarp
File: e91e0b89d11648a594fc97dee74d76e7.jpg, Guess: Poliwrath Correct: Magikarp
File: ea095f54705a72bbb9b333d709f0d4c9.jpg, Guess: Magikarp Correct: Magikarp
File: ea55db5d19835d1e349db0a9a9b5f749.jpg, Guess: Magikarp Correct: Magikarp
File: eaff498dac4ea9856bd7ff09aba290a6.jpg, Guess: Wartortle Correct: Magikarp
File: ec3e30937c67113a2c44a3605211ae1f.jpg, Guess: Zubat Correct: Magikarp
File: efd8df8d8fb94b7d89df7db4f3f59da3.jpg, Guess: Zubat Correct: Magikarp
File: f22929c855c0f567a4cc7e0b637f1ed4.jpg, Guess: Shellder Correct: Magikarp
File: f252c285db0fe22933bd6d6b37dc1a4c.jpg, Guess: Wartortle Correct: Magikarp
File: f31a7a3b6d084e55ae6bcf042e8d1399.jpg, Guess: Tangela Correct: Magikarp
File: f3ed595033d4e6d55d87c5ec1bb16a48.jpg, Guess: Magikarp Correct: Magikarp
File: f3f46ae3baca6e0f4b7b2b9e84e4e6de.jpg, Guess: Rattata Correct: Magikarp
File: f4491c79afe33a11f86af4e1d22539f0.jpg, Guess: Magikarp Correct: Magikarp
File: f70b51d73478274977b37a1228108939.jpg, Guess: Vaporeon Correct: Magikarp
File: f78e87d8077d698873b5a282f2440a30.png, Guess: Zubat Correct: Magikarp
File: f96de63a8221b61084faa5d9621f4b60.jpg, Guess: Zubat Correct: Magikarp
File: f9b245b55815883336ad98f8fe06ec5e.jpg, Guess: Magikarp Correct: Magikarp
File: fa1aeb84ac179f18b10d401a53829cb2.jpg, Guess: Magikarp Correct: Magikarp
File: fad55110a76046d98d1f7b4432fedd13.jpg, Guess: Poliwrath Correct: Magikarp
File: fad8c57d9c71315ae807d0bf1f520b83.jpg, Guess: Magikarp Correct: Magikarp
File: fc37dad0c223989a26ba2382fbd45b49.jpg, Guess: Shellder Correct: Magikarp
File: fe67a434cfb264d639a337a2583d0ec0.jpg, Guess: Shellder Correct: Magikarp
Accuracy for Magikarp: 0.21
File: 00000000.jpg, Guess: Nidoqueen Correct: Magmar
File: 00000001.png, Guess: Primeape Correct: Magmar
File: 00000002.png, Guess: Muk Correct: Magmar
File: 00000003.png, Guess: Rhyhorn Correct: Magmar
File: 00000004.png, Guess: Machamp Correct: Magmar
File: 00000006.jpg, Guess: Magmar Correct: Magmar
File: 00000007.jpg, Guess: Magmar Correct: Magmar
File: 00000009.png, Guess: Vulpix Correct: Magmar
File: 00000010.jpg, Guess: Nidoking Correct: Magmar
File: 00000012.png, Guess: Nidoqueen Correct: Magmar
File: 00000013.png, Guess: Pinsir Correct: Magmar
File: 00000014.png, Guess: Magmar Correct: Magmar
File: 00000015.png, Guess: Mr. Mime Correct: Magmar
File: 00000018.png, Guess: Articuno Correct: Magmar
File: 00000019.jpg, Guess: Charizard Correct: Magmar
File: 00000020.png, Guess: Golduck Correct: Magmar
File: 00000021.jpg, Guess: Seadra Correct: Magmar
File: 00000022.png, Guess: Hitmonchan Correct: Magmar
File: 00000023.png, Guess: Articuno Correct: Magmar
File: 00000026.jpg, Guess: Kadabra Correct: Magmar
File: 00000030.png, Guess: Gloom Correct: Magmar
File: 00000031.png, Guess: Articuno Correct: Magmar
File: 00000032.png, Guess: Mewtwo Correct: Magmar
File: 00000039.jpg, Guess: Ivysaur Correct: Magmar
File: 00000042.png, Guess: Spearow Correct: Magmar
File: 00000044.jpg, Guess: Mewtwo Correct: Magmar
File: 00000045.jpg, Guess: Alakazam Correct: Magmar
File: 00000054.png, Guess: Spearow Correct: Magmar
File: 00000060.png, Guess: Blastoise Correct: Magmar
File: 00000061.jpg, Guess: Mr. Mime Correct: Magmar
File: 00000062.png, Guess: Gloom Correct: Magmar
File: 00000066.png, Guess: Magmar Correct: Magmar
File: 00000068.png, Guess: Nidoqueen Correct: Magmar
File: 00000072.jpg, Guess: Nidoqueen Correct: Magmar
File: 00000073.jpg, Guess: Magmar Correct: Magmar
File: 00000078.png, Guess: Golduck Correct: Magmar
File: 00000087.png, Guess: Magmar Correct: Magmar
File: 00000097.jpg, Guess: Gloom Correct: Magmar
File: 00000098.png, Guess: Machoke Correct: Magmar
File: 00000103.png, Guess: Magmar Correct: Magmar
File: 00000109.png, Guess: Weezing Correct: Magmar
File: 00000117.jpg, Guess: Articuno Correct: Magmar
File: 00000119.png, Guess: Alakazam Correct: Magmar
File: 00000130.jpg, Guess: Pinsir Correct: Magmar
File: 0113460df306cf7d5b8749490daf7149.jpg, Guess: Vaporeon Correct: Magmar
File: 012372fe9e3ef6e9a5c2a0f5fe1a90d3.jpg, Guess: Magmar Correct: Magmar
File: 0198ffffd0297c1e6ae02b9e447b3b6a.jpg, Guess: Nidoqueen Correct: Magmar
File: 020cd7d9fdbda88252126af0703459e2.jpg, Guess: Nidoqueen Correct: Magmar
File: 02c4755b47694be68070340ac87fa102.jpg, Guess: Kadabra Correct: Magmar
File: 0478e86ccd1fbb8eb0e5719e94440212.jpg, Guess: Magmar Correct: Magmar
File: 04e002c67edcd9a9519f48452c9869f5.jpg, Guess: Muk Correct: Magmar
File: 05939b7c0823b735a6d193f3b33ba288.jpg, Guess: Raticate Correct: Magmar
File: 06aaf7a309bdaab2c37cadcd222a7ce9.jpg, Guess: Articuno Correct: Magmar
File: 076f379e34411c53cd2be928607fa45f.jpg, Guess: Articuno Correct: Magmar
File: 0aa895b3bac494c52fafb166103e63da.jpg, Guess: Articuno Correct: Magmar
File: 0d819c72239978afcc5a88949d351ba7.jpg, Guess: Abra Correct: Magmar
File: 0d9b89973c9fc86b955fdc588cfcef7c.jpg, Guess: Nidoqueen Correct: Magmar
File: 0ecb2b235835b01c751dd29a7d800355.jpg, Guess: Weezing Correct: Magmar
File: 0ed1db91fdd0273bc1880c04d5d021b2.jpg, Guess: Weezing Correct: Magmar
File: 0f4546553a2b12148de4cf9d97b6fa9d.jpg, Guess: Pinsir Correct: Magmar
File: 0f935d4f4216447da93bae5d20c060e3.jpg, Guess: Weezing Correct: Magmar
File: 0fdacea4a64eaeade4f629f6a4b6df29.jpg, Guess: Mewtwo Correct: Magmar
File: 1263f4df411259a794dfeb653646632f.jpg, Guess: Porygon Correct: Magmar
File: 12a9c53c9be10c5cee18ef13432a1ca1.jpg, Guess: Magmar Correct: Magmar
File: 1474f71b104111c68f8cc24ae92bf26c.jpg, Guess: Alakazam Correct: Magmar
File: 1583419740744c5d81d9c754ac1c8db8.jpg, Guess: Wartortle Correct: Magmar
File: 1786ca36f02755c62d6568305f084a8b.jpg, Guess: Weezing Correct: Magmar
File: 1879b569272d914c3e739c48d66a5fb2.jpg, Guess: Magmar Correct: Magmar
File: 1898b50df407738981a8a4ca97bfc010.jpg, Guess: Ivysaur Correct: Magmar
File: 19403c67571f4a05b87789389fc38fe8.jpg, Guess: Alakazam Correct: Magmar
File: 1983da562ac8da0345e7214168a9a2e2.jpg, Guess: Tangela Correct: Magmar
File: 1cb584bfaf16b3a65522653ed7f8ed1a.jpg, Guess: Dragonair Correct: Magmar
File: 1f91fa8ed72f59baf70822078be78a29.jpg, Guess: Mr. Mime Correct: Magmar
File: 1fbb807700d34a3f56d82b3dc2c8f1c9.png, Guess: Porygon Correct: Magmar
File: 205f6a38c152ac8fabfc2d8d7b1735d6.jpg, Guess: Magmar Correct: Magmar
File: 206ab06d451d463aa456ce0f669872b6.jpg, Guess: Weezing Correct: Magmar
File: 238e0aafb6e22cf9d6b74c16adda39b4.png, Guess: Alakazam Correct: Magmar
File: 23f1d9617d2d6328bda7a44de2be7f78.jpg, Guess: Nidoqueen Correct: Magmar
File: 25b40cccdb25f84d8ee850defa91b3a6.jpg, Guess: Nidoqueen Correct: Magmar
File: 2787b2b1756f9ad95501eae716d3e756.jpg, Guess: Nidoking Correct: Magmar
File: 289f1e0d5bbc78579840bc914932cb00.jpg, Guess: Mewtwo Correct: Magmar
File: 2a6511879efda0b3b8328c007de42fc4.png, Guess: Gloom Correct: Magmar
File: 2b14839d524cf83fabf130220693ff5b.jpg, Guess: Magmar Correct: Magmar
File: 2b89e2c24c9a4b9383326b42c13792e1.jpg, Guess: Mewtwo Correct: Magmar
File: 2d9e2940136462775690c90c8100e1d2.jpg, Guess: Articuno Correct: Magmar
File: 2db04a7575ca495c8e9c2ad0db948ed4.jpg, Guess: Articuno Correct: Magmar
File: 2ecef3822e952b357740048d019e67e7.jpg, Guess: Nidoking Correct: Magmar
File: 2f41c56605fe241ec8c380e450bef5eb.jpg, Guess: Magmar Correct: Magmar
File: 3118e64406824b65bd8e88764f12d12e.jpg, Guess: Abra Correct: Magmar
File: 3183228e97ffa260e4194e6b355e160b.jpg, Guess: Alakazam Correct: Magmar
File: 32571c9b761509db6aef1307a77ca8e5.jpg, Guess: Kadabra Correct: Magmar
File: 3291ddc40447738116d313f27b89c13b.jpg, Guess: Gyarados Correct: Magmar
File: 32f25b48726aa7d286decc5d28cf6559.jpg, Guess: Magmar Correct: Magmar
File: 355fb682b9558b0e77d8b1816660cb22.jpg, Guess: Articuno Correct: Magmar
File: 356643994bb431a6f13b7d2b43748c3e.png, Guess: Articuno Correct: Magmar
File: 35d2969df148b109f11088bc34f850ab.jpg, Guess: Pinsir Correct: Magmar
File: 37ecae42d8b84db99706ab663243ca7e.jpg, Guess: Golduck Correct: Magmar
File: 37fbc3bdac9bff6cb375f4f0b32032c8.jpg, Guess: Nidoking Correct: Magmar
File: 3a2a0e2a465e0d8c01af7f81ca875073.jpg, Guess: Magmar Correct: Magmar
File: 3ada274edf6d97a80f21c296f24a18ed.jpg, Guess: Mr. Mime Correct: Magmar
File: 3c0b72a9a1b78517f2233e82a96353d6.jpg, Guess: Seadra Correct: Magmar
File: 3d80ef7e586d6a970df3080d2eb33168.jpg, Guess: Pinsir Correct: Magmar
File: 3d88ccb31398b0793cb574427adae0cc.jpg, Guess: Weezing Correct: Magmar
File: 3ee833f0093083ce3511c2358228087f.jpg, Guess: Nidoqueen Correct: Magmar
File: 405696cc1038474bbaa12b7e5b9352c9.jpg, Guess: Pinsir Correct: Magmar
File: 420af6f8335ac25307baa7434896525e.jpg, Guess: Articuno Correct: Magmar
File: 42f1c41c9fa29231989068bfd1ad558d.jpg, Guess: Wartortle Correct: Magmar
File: 44ba00f4c4ba40bf8cc1c7ace120ab10.jpg, Guess: Nidoqueen Correct: Magmar
File: 48a88975ae7e4591aec21b2fdb3fb514.jpg, Guess: Nidoqueen Correct: Magmar
File: 48b95da3b970327c314daed4e408aeca.png, Guess: Mew Correct: Magmar
File: 48c3b0458a9b6a9ffbcbb571b64a61db.jpg, Guess: Nidoqueen Correct: Magmar
File: 48f919a79e1b41ab9297bd84aee6bf02.jpg, Guess: Magmar Correct: Magmar
File: 490c40182e14710dfa6a35d79d31fcca.jpg, Guess: Weezing Correct: Magmar
File: 4ad9f7c4bde5269e50fa7f0b86dc33eb.jpg, Guess: Nidoqueen Correct: Magmar
File: 4b8268617facbed8d4b811dcacc9ef21.png, Guess: Nidoqueen Correct: Magmar
File: 4d9cb003e9afe2ebd571ce02174255d4.png, Guess: Nidoqueen Correct: Magmar
File: 4dcf0a8cf7589b1c5c3f08b0d3154197.jpg, Guess: Tangela Correct: Magmar
File: 4e0de228586b225a705aa88bf1d9bebe.jpg, Guess: Tangela Correct: Magmar
File: 4e92daece897a76d15114c8d698a3b26.jpg, Guess: Nidoqueen Correct: Magmar
File: 4ef9eda8a8b68d51c96d8fd0c91f8639.jpg, Guess: Mewtwo Correct: Magmar
File: 4f27b105c26848aea1fc0f011b418082.jpg, Guess: Tangela Correct: Magmar
File: 4f4cd797f5c242e981776bb29651ed22.jpg, Guess: Mr. Mime Correct: Magmar
File: 4f90f1c925bdab8debf5cf41da02fe70.jpg, Guess: Weezing Correct: Magmar
File: 500344f9254bb0517c5101f235c67ddd.jpg, Guess: Weezing Correct: Magmar
File: 508e272deaf3e513f59d79a517363bf9.jpg, Guess: Magmar Correct: Magmar
File: 540ec379d7504d5ca0233ddcaaec8e62.jpg, Guess: Machamp Correct: Magmar
File: 5608a67ec6e24ef1996ee25769325cad.jpg, Guess: Machoke Correct: Magmar
File: 563043d1fa96def44ffcf9f75ddbc6c1.jpg, Guess: Magmar Correct: Magmar
File: 56b8c1786d063ca6a5d3bc94add6690f.jpg, Guess: Mr. Mime Correct: Magmar
File: 589ce049d35240c2bca9faeb4456c944.jpg, Guess: Magmar Correct: Magmar
File: 58d91a4278594a54b6a1b4ed902fcb37.jpg, Guess: Magmar Correct: Magmar
File: 5a722ed947075c84bd02c1268be120e6.jpg, Guess: Gloom Correct: Magmar
File: 5c5ffe1b7b415dddbc695c9216018663.jpg, Guess: Alakazam Correct: Magmar
File: 5cd209a976354c6bb0ff96a3cea49cf2.jpg, Guess: Porygon Correct: Magmar
File: 5d5fd9b76eadfa24504cc999218806f5.jpg, Guess: Gloom Correct: Magmar
File: 5ddbc2c9d65b7eab20eee477c67a965a.jpg, Guess: Weezing Correct: Magmar
File: 5f057e922c2e32935a9ce03298537eb6.jpg, Guess: Weezing Correct: Magmar
File: 5fb0ed8cd411fd2ce5c828ad114fe195.png, Guess: Wartortle Correct: Magmar
File: 60265a66e56b51cf76993638b1e5fef9.jpg, Guess: Golduck Correct: Magmar
File: 6271014b6c8db006c90e50f0da90543b.png, Guess: Nidoqueen Correct: Magmar
File: 62a1baec7d604b661edb0dc14abc6597.png, Guess: Golduck Correct: Magmar
File: 637b3b4b8bf472a8eb385112c22627a2.jpg, Guess: Weezing Correct: Magmar
File: 6421ceb22c7aade085faa1cd0e840d54.png, Guess: Articuno Correct: Magmar
File: 651ef7c162219ba17e020f24d3aabdd7.jpg, Guess: Magmar Correct: Magmar
File: 661a03b047e5036e355095159d8fb4bf.jpg, Guess: Nidoqueen Correct: Magmar
File: 66bc87b677d76cb8bbc2183583133a01.jpg, Guess: Wartortle Correct: Magmar
File: 67c6708db1bb2aab6ce4c5e21b04417d.png, Guess: Magmar Correct: Magmar
File: 69bbab3fb68cce102736c8829300e3f1.jpg, Guess: Magmar Correct: Magmar
File: 6bc0c5eeefa52e5b2d77aee1d550c4ef.jpg, Guess: Tangela Correct: Magmar
File: 6d173f3e691d43818e1cd777daff6916.jpg, Guess: Nidoqueen Correct: Magmar
File: 6f380930df11411ebca3322595c4e779.jpg, Guess: Blastoise Correct: Magmar
File: 7167e3eb6589e8648c37bdfcb917da99.jpg, Guess: Magmar Correct: Magmar
File: 726fa6ec95780c85b218a6dfc49c7926.png, Guess: Nidoqueen Correct: Magmar
File: 73b0e80160b20dfaddd35ae91a0b0351.jpg, Guess: Onix Correct: Magmar
File: 74fd231ff3937f918cdcddc2fb9ca825.jpg, Guess: Tauros Correct: Magmar
File: 77d9c8911d4bcef9e20d3e9b2594524d.jpg, Guess: Rhyhorn Correct: Magmar
File: 790acc9675606e0258981fdf9fca58b3.jpg, Guess: Weezing Correct: Magmar
File: 7a40f03d481666e29b4b5a3591f6aee3.jpg, Guess: Rattata Correct: Magmar
File: 7b90506d3867237249ddf712be31bd6f.png, Guess: Mewtwo Correct: Magmar
File: 7bb8ba7e4717bbc04bb633191c19d8c0.jpg, Guess: Machamp Correct: Magmar
File: 7c2ec34efece10f1c9f4ea745d238541.png, Guess: Magmar Correct: Magmar
File: 7d9b7f3a388f3131993de156313fd580.jpg, Guess: Tangela Correct: Magmar
File: 7dad1ea7a9bc7c579527bd552c1be13a.jpg, Guess: Pinsir Correct: Magmar
File: 7edc6c287aa15b638286ce5b586adfde.jpg, Guess: Nidoqueen Correct: Magmar
File: 819afe24227a9e07333c313a911dbc87.jpg, Guess: Squirtle Correct: Magmar
File: 81a306aaf9ec682fa2288152ea418b54.jpg, Guess: Weezing Correct: Magmar
File: 81dc83eb786aa374c04c3ba6784845ca.png, Guess: Magmar Correct: Magmar
File: 86a48a54303e27ccb38a9a1e1607809d.jpg, Guess: Weezing Correct: Magmar
File: 86faac28901df31df7008198558a2df2.jpg, Guess: Magmar Correct: Magmar
File: 875b0ca426bc80b4f52f297a82a61ca5.jpg, Guess: Machamp Correct: Magmar
File: 8848215716bce1973cc65d9e6c8cfdb0.png, Guess: Articuno Correct: Magmar
File: 88a60781a58b749115aa4d9b597ccc05.jpg, Guess: Nidoking Correct: Magmar
File: 894ccb5c720797a6ee861a7d811fadbd.jpg, Guess: Weezing Correct: Magmar
File: 8a51d3e6fd9e841ae79eab12da8a7f49.jpg, Guess: Gloom Correct: Magmar
File: 8afd70d161ee93701962112c7efdb293.jpg, Guess: Articuno Correct: Magmar
File: 8b8ae467e8c941248988eefa0e81e49b.jpg, Guess: Weezing Correct: Magmar
File: 8f27f4195c22b34fcc179249e0e24b78.jpg, Guess: Weezing Correct: Magmar
File: 9052ac22b5b8fee40b92964dd46473bc.png, Guess: Blastoise Correct: Magmar
File: 90865aa3b2679eed302d1e2bcfee8479.jpg, Guess: Charizard Correct: Magmar
File: 9088ce6a5e664c5fade5caf9f153a388.jpg, Guess: Gyarados Correct: Magmar
File: 92f7e6d9c1bcd62176f6c21587e0a846.jpg, Guess: Magmar Correct: Magmar
File: 9442665251de5fc578d0d37c09f483c0.jpg, Guess: Pinsir Correct: Magmar
File: 955635ec8da53a35b536ec064b1a3253.jpg, Guess: Pinsir Correct: Magmar
File: 9732d93b08b350f9452de18c0319a605.jpg, Guess: Magmar Correct: Magmar
File: 98df2ff8b0a12d2723a3d6fdd03f1b3b.jpg, Guess: Magmar Correct: Magmar
File: 9a3941d5d7ea1bb9f2d1aa56d398dad5.jpg, Guess: Nidoqueen Correct: Magmar
File: 9aa2dcfae68041fd0f3e76845ff5954f.jpg, Guess: Gloom Correct: Magmar
File: 9adcad752dbf749f8aa3da182c65ec68.png, Guess: Magmar Correct: Magmar
File: 9b25982f6c936e3f9e36676cab702b47.jpg, Guess: Magmar Correct: Magmar
File: 9bd31be439bb22bece39528f82208321.jpg, Guess: Squirtle Correct: Magmar
File: 9c2baecab64c20c991e28ff43ae7164b.jpg, Guess: Blastoise Correct: Magmar
File: 9c43b244da390f85f5d5ddb7b5f64fd5.png, Guess: Nidoqueen Correct: Magmar
File: 9ca1477e2a9ffd8e7e47c7039614308a.jpg, Guess: Magmar Correct: Magmar
File: 9cecb6c40ea369a0174982edca84ea48.jpg, Guess: Magmar Correct: Magmar
File: 9e5ee18848bf0ae6e8d85796762c0512.jpg, Guess: Gastly Correct: Magmar
File: 9f35d454bd23f4450e5d9930ca298f50.jpg, Guess: Drowzee Correct: Magmar
File: 9f6f9d3fb9e51cb78395a3a2deda2cb2.jpg, Guess: Machamp Correct: Magmar
File: a07a647f3a35eb847a95a00d459bc136.jpg, Guess: Sandslash Correct: Magmar
File: a11e4006779c47259bb4f53cbf0d192e.jpg, Guess: Magmar Correct: Magmar
File: a2208638e7833e746d0ea4ad6f9bb92c.jpg, Guess: Poliwhirl Correct: Magmar
File: a311060793ef42d961d0f7410ea580d9.jpg, Guess: Onix Correct: Magmar
File: a31c012ac72a55c86eebdb0805535c9e.jpg, Guess: Charizard Correct: Magmar
File: a5e17737f6d4727ef9853b96dacaa14c.jpg, Guess: Machop Correct: Magmar
File: a6fe14d5ccb147aca2f110b59617c5cd.jpg, Guess: Rhyhorn Correct: Magmar
File: a78ea22840c61f7e5b2fba7ee7bb05ed.png, Guess: Mewtwo Correct: Magmar
File: a7dcb21fea27702e8638de5334cb1b15.jpg, Guess: Magmar Correct: Magmar
File: a835e6abb52b1b879f8e0c16bc8cfe2d.jpg, Guess: Weezing Correct: Magmar
File: a8dbce1eaca24204243633ffe4cfecfc.png, Guess: Charizard Correct: Magmar
File: a91de7cf5e83892a426b123194d0b19f.jpg, Guess: Tangela Correct: Magmar
File: a9e219387b4c469aac2d5ac78822ffe5.jpg, Guess: Magmar Correct: Magmar
File: aa68c10ddb414cee902e4a3819da157f.jpg, Guess: Weezing Correct: Magmar
File: ab58c28f3f374eaba313b8059b29d7ea.jpg, Guess: Mr. Mime Correct: Magmar
File: ab71d788b17b2b60dc37103ea03e0493.jpg, Guess: Drowzee Correct: Magmar
File: ac41060acb4c811374cb5a58e868e22c.jpg, Guess: Venusaur Correct: Magmar
File: ae0b438cd318491e81a82bf8776ef51d.jpg, Guess: Mewtwo Correct: Magmar
File: af9afc2be56391478fa4b5f210c596dc.png, Guess: Nidoqueen Correct: Magmar
File: afd387e05aa915080064ae734709dfb3.jpg, Guess: Alakazam Correct: Magmar
File: b0f7282b5e88d9703eaedb552357cde3.png, Guess: Magmar Correct: Magmar
File: b15564f49a5f0208b4186a520a23697b.png, Guess: Gloom Correct: Magmar
File: b1bcc22e8d19f62a9329af8cb43045d0.jpg, Guess: Machoke Correct: Magmar
File: b26791409b5148318267c7b4901f62de.jpg, Guess: Articuno Correct: Magmar
File: b4acab09651ec746b64626b7a28a4af6.jpg, Guess: Magmar Correct: Magmar
File: b4fa3037e3204adc69966db44b0bad1b.jpg, Guess: Wartortle Correct: Magmar
File: b5e972a3622623b1f362e45eb1095214.jpg, Guess: Golduck Correct: Magmar
File: b6da8257abce6ae53bc3ce31f2036d96.jpg, Guess: Magmar Correct: Magmar
File: b800cfad5013e774bece2462c662f019.jpg, Guess: Articuno Correct: Magmar
File: b80b6ae8f2c615df0fe293a64cd7968d.png, Guess: Machoke Correct: Magmar
File: b899c5a2df4e118e9eb171170a744206.jpg, Guess: Gloom Correct: Magmar
File: ba0944cfb5c1eb9fef7c8fda9205da3f.jpg, Guess: Nidoqueen Correct: Magmar
File: bb392f27a95cfe6a62514457d0f297c7.jpg, Guess: Vaporeon Correct: Magmar
File: be2ac8396dfcc7d55a2729c16d2f5543.jpg, Guess: Mewtwo Correct: Magmar
File: c1b135c20d8938386f45e152c0bc042d.jpg, Guess: Articuno Correct: Magmar
File: c48db98e05962ca0963b4b69783fefd9.jpg, Guess: Nidoqueen Correct: Magmar
File: c6491988cec83958b5cdec19232d8e95.jpg, Guess: Kadabra Correct: Magmar
File: c6b041040951469aa10291b6ca602c39.jpg, Guess: Magmar Correct: Magmar
File: c729047efc7f3184f5c625b591eea5da.png, Guess: Pinsir Correct: Magmar
File: c76b4a0548f588cdac21e3ae783f8976.png, Guess: Nidoking Correct: Magmar
File: c8c836ffcaae436e913f2d38ec7345ba.jpg, Guess: Magmar Correct: Magmar
File: c913e3816b78da89fbaa0061a5d354f2.jpg, Guess: Machoke Correct: Magmar
File: c97b471c2e85472b87e7cdd482a16cc9.jpg, Guess: Gloom Correct: Magmar
File: cb46c96a40d06a062dfc208320f644e2.jpg, Guess: Weezing Correct: Magmar
File: cdf36a077d4d74ee3ec010506af65819.jpg, Guess: Tangela Correct: Magmar
File: cf6b3b092def006b3ef7f656adb65226.jpg, Guess: Rhyhorn Correct: Magmar
File: d0530d39f57e98444c37624cbd9dace7.jpg, Guess: Mr. Mime Correct: Magmar
File: d10b43683250f60433d31adcca48c236.png, Guess: Nidoqueen Correct: Magmar
File: d17e6a73bd1c5958cfdde20f28afde13.jpg, Guess: Magmar Correct: Magmar
File: d1d5a31578d345f2bb2a163fc3267f1b.jpg, Guess: Nidoqueen Correct: Magmar
File: d216b13cf573401386b6294ab87837c1.jpg, Guess: Weezing Correct: Magmar
File: d34857ef9229e70ffb52e6b9ed5750d1.jpg, Guess: Weezing Correct: Magmar
File: d5c3e3ddf373429aa2328fdec94389fa.jpg, Guess: Pinsir Correct: Magmar
File: d6037bf9d54f44baa2715232bc9718ad.jpg, Guess: Magmar Correct: Magmar
File: d61ff1460ba7e573ec692db5555faea2.jpg, Guess: Oddish Correct: Magmar
File: d62e264144ddf1a2ecd864fe19245bd2.jpg, Guess: Alakazam Correct: Magmar
File: d63c1aefdafa3bbc383f4661379c25d0.jpg, Guess: Weezing Correct: Magmar
File: d7b45d9b514344438f3b10d40ee82ae2.jpg, Guess: Weezing Correct: Magmar
File: d861d6ffabdf801168d8e2bc792a2dce.png, Guess: Weezing Correct: Magmar
File: da6cb1f4db0a8273aed3e12a2fc0b6df.png, Guess: Mew Correct: Magmar
File: dd34854226a27b7f31ea1603476d6a43.jpg, Guess: Slowbro Correct: Magmar
File: de4073bbd0ef43a3abfd4aa6279ac8cb.jpg, Guess: Magmar Correct: Magmar
File: dfbb954767d13590c8c7c2bd7a06dbe2.jpg, Guess: Machamp Correct: Magmar
File: e0191c29fcfa437e25f917fc8e5bbee7.jpg, Guess: Machoke Correct: Magmar
File: e0b508c5dc1d61cf551d4a3dc837288e.jpg, Guess: Magmar Correct: Magmar
File: e10f40c18482676a8ec096113761a549.jpg, Guess: Vaporeon Correct: Magmar
File: e3f795131d9669d09ed5dfbb70bb2745.jpg, Guess: Wartortle Correct: Magmar
File: e423bc50161fcd39a07c89189ae2bd71.jpg, Guess: Pinsir Correct: Magmar
File: e6a35806ff01ddddd91d4842270ac3e9.jpg, Guess: Mankey Correct: Magmar
File: e7186bdbe3b94f8687c3963ef1db3e61.jpg, Guess: Golduck Correct: Magmar
File: e790effd8db984c3480e07012b92e178.jpg, Guess: Machamp Correct: Magmar
File: e79d4f095b2456c6e976eee88cd27b78.jpg, Guess: Golduck Correct: Magmar
File: eccde3b475a65acde780402fb1d76627.jpg, Guess: Magmar Correct: Magmar
File: ee360aa6b368aa3e252157e4276716fb.jpg, Guess: Mewtwo Correct: Magmar
File: f02322c26c9f7a09dec00f01c8124ded.png, Guess: Machamp Correct: Magmar
File: f2444046002440748f1ece9432c0fc2b.jpg, Guess: Magmar Correct: Magmar
File: f414b9451f6f6e9db5a6c9a26ab9dc8b.jpg, Guess: Squirtle Correct: Magmar
File: f4710515a05194a27632c05bc5f12bfb.jpg, Guess: Mr. Mime Correct: Magmar
File: f59d582005692023b2f06cb5a57c79eb.jpg, Guess: Articuno Correct: Magmar
File: f611b3d98073ae1ad31a9e5adb088621.jpg, Guess: Charizard Correct: Magmar
File: f83e94b927ee3d6cbdcbdb9f740690ec.jpg, Guess: Porygon Correct: Magmar
File: f9b3a9e73f4449f78f49ede960bd8f5a.jpg, Guess: Machamp Correct: Magmar
